time,open,high,low,close,tick_vol,spread,real_vol,body,range,upper_wick,lower_wick,direction,hlc3,body_pct
2000-06-01 00:00:00+00:00,285.25,293.6,281.55,289.3,6664,0,0,4.050000000000011,12.050000000000011,4.300000000000011,3.6999999999999886,1,288.15000000000003,0.3360995850594521
2000-07-01 00:00:00+00:00,288.6,290.6,276.05,277.5,13446,0,0,11.100000000000023,14.550000000000011,2.0,1.4499999999999886,-1,281.3833333333334,0.7628865979329021
2000-08-01 00:00:00+00:00,276.95,279.6,270.0,278.2,14328,0,0,1.25,9.600000000000023,1.400000000000034,6.949999999999989,1,275.93333333333334,0.13020833333197668
2000-09-01 00:00:00+00:00,277.5,279.95,268.25,274.5,14156,0,0,3.0,11.699999999999989,2.4499999999999886,6.25,-1,274.23333333333335,0.25641025640806514
2000-10-01 00:00:00+00:00,274.1,278.1,261.85,264.75,15826,0,0,9.350000000000023,16.25,4.0,2.8999999999999773,-1,268.23333333333335,0.575384615381076
2000-11-01 00:00:00+00:00,264.45,271.65,262.85,270.7,13247,0,0,6.25,8.799999999999955,0.9499999999999886,1.599999999999966,1,268.40000000000003,0.7102272727192056
2000-12-01 00:00:00+00:00,270.2,276.65,267.8,272.5,12186,0,0,2.3000000000000114,8.849999999999966,4.149999999999977,2.3999999999999773,1,272.31666666666666,0.25988700564678324
2001-01-01 00:00:00+00:00,272.45,274.0,261.7,266.55,14371,0,0,5.899999999999977,12.300000000000011,1.5500000000000114,4.850000000000023,-1,267.4166666666667,0.4796747967440654
2001-02-01 00:00:00+00:00,265.6,270.12,253.5,267.4,13284,0,0,1.7999999999999545,16.620000000000005,2.7200000000000273,12.100000000000023,1,263.67333333333335,0.10830324909681853
2001-03-01 00:00:00+00:00,266.9,275.6,256.75,258.2,15852,0,0,8.699999999999989,18.850000000000023,8.700000000000045,1.4499999999999886,-1,263.51666666666665,0.46153846153601197
2001-04-01 00:00:00+00:00,257.8,267.45,254.2,263.8,12811,0,0,6.0,13.25,3.6499999999999773,3.6000000000000227,1,261.81666666666666,0.4528301886758277
2001-05-01 00:00:00+00:00,263.3,299.0,263.25,266.1,21447,0,0,2.8000000000000114,35.75,32.89999999999998,0.05000000000001137,1,276.1166666666667,0.07832167832145956
2001-06-01 00:00:00+00:00,265.6,279.55,264.25,271.1,17356,0,0,5.5,15.300000000000011,8.449999999999989,1.3500000000000227,1,271.6333333333333,0.35947712418065675
2001-07-01 00:00:00+00:00,270.6,272.5,264.0,267.1,12787,0,0,3.5,8.5,1.8999999999999773,3.1000000000000227,-1,267.8666666666667,0.41176470587750863
2001-08-01 00:00:00+00:00,266.6,281.7,265.75,274.7,15583,0,0,8.099999999999966,15.949999999999989,7.0,0.8500000000000227,1,274.05,0.5078369905924256
2001-09-01 00:00:00+00:00,274.45,296.1,270.45,293.45,24967,0,0,19.0,25.650000000000034,2.650000000000034,4.0,1,286.6666666666667,0.7407407407378519
2001-10-01 00:00:00+00:00,292.0,294.62,273.95,279.75,18529,0,0,12.25,20.670000000000016,2.6200000000000045,5.800000000000011,-1,282.7733333333333,0.592646347360461
2001-11-01 00:00:00+00:00,279.25,282.5,271.7,274.65,12867,0,0,4.600000000000023,10.800000000000011,3.25,2.9499999999999886,-1,276.28333333333336,0.4259259259219838
2001-12-01 00:00:00+00:00,274.15,281.75,270.95,279.2,12262,0,0,5.050000000000011,10.800000000000011,2.5500000000000114,3.1999999999999886,1,277.3,0.4675925925882636
2002-01-01 00:00:00+00:00,278.2,290.0,276.55,282.95,15195,0,0,4.75,13.449999999999989,7.050000000000011,1.6499999999999773,1,283.1666666666667,0.3531598512984898
2002-02-01 00:00:00+00:00,282.7,309.3,281.45,296.8,19889,0,0,14.100000000000023,27.850000000000023,12.5,1.25,1,295.84999999999997,0.5062836624757409
2002-03-01 00:00:00+00:00,296.3,305.27,287.4,302.75,13966,0,0,6.449999999999989,17.870000000000005,2.519999999999982,8.900000000000034,1,298.4733333333333,0.3609401231093393
2002-04-01 00:00:00+00:00,301.75,313.0,296.75,308.7,16491,0,0,6.949999999999989,16.25,4.300000000000011,5.0,1,306.15000000000003,0.4276923076896751
2002-05-01 00:00:00+00:00,308.2,330.25,305.95,326.8,19689,0,0,18.600000000000023,24.30000000000001,3.4499999999999886,2.25,1,321.0,0.7654320987622828
2002-06-01 00:00:00+00:00,326.3,332.15,309.9,314.7,20440,0,0,11.600000000000023,22.25,5.849999999999966,4.800000000000011,-1,318.9166666666667,0.5213483146043995
