time,open,high,low,close,tick_vol,spread,real_vol,body,range,upper_wick,lower_wick,direction,hlc3,body_pct
2025-05-30 04:09:00+00:00,1.13812,1.13816,1.13792,1.13806,175,1,0,5.999999999994898e-05,0.00024000000000001798,4.0000000000040004e-05,0.000140000000000029,-1,1.1380466666666669,0.24999989583314544
